# 국립국어원의 외래어 표기법의 용례
# http://www.korean.go.kr/front/foreignSpell/foreignSpellList.do?mn_id=96
# https://www.data.go.kr/subMain.jsp?param=REFUQUAxNTAwMzkxMg==#/L2NvbW0vY29tbW9uU2VhcmNoL29yZ2luRGF0YVNldCRAXjAxMm0xJEBecHVibGljRGF0YVBrPTE1MDAzOTEyJEBeYnJtQ2Q9T0MwMDA4JEBeZXhjZWxDb3VudD0wJEBeZG93bmxvYWRDb3VudD05MyRAXm9yZ0luZGV4PURBVEEkQF5za2lwUm93cz0wJEBebWF4Um93cz0xMA==
gahnite	가나이트
Berlin	벌린
Ocean City	오션시티
Snow Hill	스노힐
Smithsburg	스미스버그
North Beach	노스비치
Betterton	베터턴
Millington	밀링턴
Rock Hall	록홀
Millington	밀링턴
Oxford	옥스퍼드
New Market	뉴마켓
Woodsboro	우즈버러
Brentwood	브렌트우드
Edmonston	에드먼스턴
Greenbelt	그린벨트
Morningside	모닝사이드
North Brentwood	노스브렌트우드
Riverdale Park	리버데일파크
Bel Air	벨에어
Darwin	다윈
Grove City	그로브시티
Litchfield	리치필드
Watkins	왓킨스
Raymond	레이먼드
Spicer	스파이서
Moose Lake	무스레이크
Wright	라이트
Bena	베나
Boy River	보이리버
Walker	워커
Bingham Lake	빙엄레이크
Mountain Lake	마운틴레이크
Westbrook	웨스트브룩
Windom	윈덤
Mizpah	미즈파
Baxter	백스터
Brainerd	브레이너드
Breezy Point	브리지포인트
Deerwood	디어우드
Emily	에밀리
Manhattan Beach	맨해튼비치
Riverton	리버턴
Dilworth	딜워스
Glyndon	글린던
Moorhead	무어헤드
Sabin	세이빈
Bagley	배글리
Leonard	레너드
Grey Eagle	그레이이글
Long Prairie	롱프레리
West Union	웨스트유니언
Dumont	듀몬트
Edgerton	에저턴
Woodstock	우드스톡
Denham	데넘
Rock Creek	록크리크
Sturgeon Lake	스터전레이크
Willow River	윌로리버
Goodridge	굿리지
Thief River Falls	시프리버폴스
Erskine	어스킨
Gully	걸리
McIntosh	매킨토시
Cyrus	사이러스
Starbuck	스타벅
Westport	웨스트포트
Albert Lea	앨버트리
Glenville	글렌빌
Manchester	맨체스터
Myrtle	머틀
Oakland	오클랜드
Spring Valley	스프링밸리
Elbow Lake	엘보레이크
Norcross	노크로스
Ada	에이다
Gary	게리
Shelly	셸리
Nicollet	니컬렛
Apple Valley	애플밸리
Burnsville	번즈빌
Lakeville	레이크빌
Lilydale	릴리데일
Randolph	랜돌프
Rosemount	로즈마운트
Evansville	에번즈빌
Garfield	가필드
Dodge Center	도지센터
West Concord	웨스트콩코드
Garvin	가빈
Ghent	겐트
Lynd	린드
Russell	러셀
Buffalo	버펄로
Waverly	웨이벌리
Beaver Creek	비버크리크
Luverne	루번
Magnolia	매그놀리아
Steen	스틴
Arden Hills	아든힐스
Lauderdale	로더데일
Maplewood	메이플우드
New Brighton	뉴브라이턴
North Oaks	노스오크스
Brooks	브룩스
Lucan	루컨
Morgan	모건
Seaforth	시포스
Vesta	베스타
Beaver Bay	비버베이
Silver Bay	실버베이
Buffalo Lake	버펄로레이크
Morton	모턴
Olivia	올리비아
Renville	렌빌
Sacred Heart	세이크리드허트
Arco	아코
Middle River	미들리버
Stephen	스티븐
Viking	바이킹
Warren	워런
Ceylon	실론
Sherburn	셔번
Little Falls	리틀폴스
Randall	랜들
Lake Park	레이크파크
Wolf Lake	울프레이크
Rice	라이스
Evan	에번
Sleepy Eye	슬리피아이
Springfield	스프링필드
Barry	배리
Beardsley	비어즐리
Odessa	오데사
Ortonville	오턴빌
Becker	베커
Big Lake	빅레이크
Elk River	엘크리버
Benson	벤슨
Danvers	댄버스
Murdock	머독
Belle Plaine	벨플레인
Savage	새비지
Greenwald	그린월드
Melrose	멜로즈
Rockville	록빌
Roscoe	로스코
Sauk Centre	소크센터
Spring Hill	스프링힐
Waite Park	웨이트파크
Morris	모리스
Medford	메드퍼드
Gibbon	기번
Winthrop	윈스럽
Echo	에코
Wood Lake	우드레이크
Battle Lake	배틀레이크
Bluffton	블러프턴
Dalton	돌턴
Deer Creek	디어크리크
Dent	덴트
Elizabeth	엘리자베스
New York Mills	뉴욕밀스
Ottertail	오터테일
Richville	리치빌
Underwood	언더우드
Byron	바이런
Afton	애프턴
Bayport	베이포트
Grant	그랜트
Hugo	휴고
Lake Elmo	레이크엘모
Newport	뉴포트
Oak Park Heights	오크파크하이츠
Scandia	스캔디아
Stillwater	스틸워터
Woodbury	우드버리
Goodview	굿뷰
Minnesota City	미네소타시티
Rollingstone	롤링스톤
Nashua	내슈아
Mayer	메이어
Long Lane	롱레인
Louisburg	루이스버그
Red Top	레드톱
Windyville	윈디빌
Drury	드루어리
Bona	보나
Dadeville	데이드빌
Everton	에버턴
Gilman City	길먼시티
Winston	윈스턴
Boss	보스
Bunker	벙커
Doss	도스
Gladden	글래든
Lake Spring	레이크스프링
Lenox	레녹스
Sligo	슬라이고
Golden City	골든시티
Liberal	리버럴
Washburn	워시번
Rich Hill	리치힐
Rockville	록빌
Edwards	에드워즈
Lincoln	링컨
Mora	모라
Easton	이스턴
Saint Joseph	세인트조지프
Stockton	스톡턴
Rock Port	록포트
Westboro	웨스트버러
Mexico	멕시코
Vandalia	밴데일리아
Stet	스텟
New Bloomfield	뉴블룸필드
Branch	브랜치
Lake Ozark	레이크오자크
Linn Creek	린크리크
Montreal	몬트리올
Osage Beach	오세이지비치
Richland	리칠랜드
Sunrise Beach	선라이즈비치
Village of Four Seasons	빌리지오브포시즌스
Centertown	센터타운
Russellville	러셀빌
Wardsville	워즈빌
Boonville	분빌
Otterville	오터빌
Davisville	데이비스빌
Steelville	스틸빌
Sullivan	설리번
West Sullivan	웨스트설리번
Lawson	로슨
Missouri City	미주리시티
Mosby	모즈비
North Kansas City	노스캔자스시티
Oakview	오크뷰
Oakwood Park	오크우드파크
Osborn	오즈번
Randolph	랜돌프
Sugar Creek	슈거크리크
Marion	매리언
Saltville	솔트빌
Laurel Fork	로럴포크
Brookneal	브루크닐
Geer	기어
Ruckersville	러커스빌
New Kent	뉴켄트
McKenney	매케니
Vinton	빈턴
Glasgow	글래스고
Goshen	고션
Ben Hur	벤허
Blackwater	블랙워터
Dryden	드라이든
Rose Hill	로즈힐
Woodberry Forest	우드베리포리스트
Blacksburg	블랙스버그
Big Island	빅아일랜드
Goode	구드
New London	뉴런던
Bland	블랜드
Rocky Gap	로키갭
Branchville	브랜치빌
Charlotte Court House	샬럿코트하우스
Surry	서리
Stony Creek	스토니크리크
Wakefield	웨이크필드
Edinburg	에딘버그
Mount Jackson	마운트잭슨
New Market	뉴마켓
Woodstock	우드스톡
Gate City	게이트시티
Weber City	웨버시티
Big Stone Gap	빅스톤갭
Wise	와이즈
Abingdon	애빙던
Glade Spring	글레이드스프링
Montross	몬트로스
Glen Lyn	글렌린
Narrows	내로스
Rich Creek	리치크리크
Centerville	센터빌
Lightfoot	라이트풋
Berryville	베리빌
West Point	웨스트포인트
Remington	레밍턴
The Plains	더플레인스
Warrenton	워런턴
Rocky Mount	로키마운트
Middletown	미들타운
Stephens City	스티븐스시티
Laurel Branch	로럴브랜치
Simpsons	심프슨스
Smart	스마트
Willis	윌리스
Scottsburg	스코츠버그
South Boston	사우스보스턴
Ridgeway	리지웨이
Elmore City	엘모어시티
Erin Springs	에린스프링스
Maysville	메이즈빌
Douglas	더글러스
Enid	이니드
Deer Creek	디어크리크
Lamont	러몬트
Manchester	맨체스터
Medford	메드퍼드
Nash	내시
Willow	윌로
Billings	빌링스
Morrison	모리슨
Red Rock	레드록
Delaware	델라웨어
Nowata	노와타
Brush Creek	브러시크리크
Dennis	데니스
Dodge	도지
Grove	그로브
Rocky Ford	로키포드
Oakwood	오크우드
Greenville	그린빌
Leon	리언
Overbrook	오버브룩
Marshall	마셜
Meridian	머리디언
Orlando	올랜도
Sweetwater	스위트워터
Bushyhead	부시헤드
Gregory	그레고리
Owasso	오와소
Valley Park	밸리파크
Agra	아그라
Avery	에이버리
Sparks	스파크스
Stroud	스트라우드
Wellston	웰스턴
Lebanon	레버넌
New Woodville	뉴우드빌
Oakland	오클랜드
Battiest	배티스트
Broken Bow	브로큰보
Garvin	가빈
Millerton	밀러턴
Smithville	스미스빌
Watson	왓슨
Dibble	디블
Goldsby	골즈비
Newcastle	뉴캐슬
Rosedale	로즈데일
Washington	워싱턴
Wayne	웨인
Adair	어데어
Disney	디즈니
Grand Lake Towne	그랜드레이크타운
Iron Post	아이언포스트
Locust Grove	로커스트그로브
Murphy	머피
Rose	로즈
Salina	설라이나
Snake Creek	스네이크크리크
Strang	스트랭
Ames	에임스
Elk City	엘크시티
Erick	에릭
Bennington	베닝턴
Durant	듀랜트
Mead	미드
Silo	사일로
Geary	기어리
Greenfield	그린필드
Longdale	롱데일
Beaver	비버
Gate	게이트
Seminole	세미놀
Bray	브레이
Central High	센트럴하이
Duncan	덩컨
Loco	로코
Marlow	말로
Sunray	선레이
Velma	벨마
Brent	브렌트
Brushy	브러시
Gore	고어
Long	롱
Marble City	마블시티
Marble City Community	마블시티커뮤니티
Redbird Smith	레드버드스미스
Roland	롤런드
Sallisaw	샐리소
Short	쇼트
Stony Point	스토니포인트
Byron	바이런
Lambert	램버트
Ballard	밸러드
Baron	배런
Bell	벨
Greasy	그리시
Rocky Mountain	로키마운틴
Salem	세일럼
Stilwell	스틸웰
Watts	와츠
Watts Community	와츠커뮤니티
Westville	웨스트빌
Arnett	아넷
Bartlesville	바틀즈빌
McCord	매코드
Osage	오세이지
Sand Springs	샌드스프링스
Arcadia	아케이디아
Del City	델시티
Edmond	에드먼드
Luther	루서
Nichols Hills	니컬스힐스
Nicoma Park	니코마파크
Smith Village	스미스빌리지
Spencer	스펜서
The Village	더빌리지
Valley Brook	밸리브룩
Afton	애프턴
Dotyville	도티빌
Miami	마이애미
North Miami	노스마이애미
Woodward	우드워드
Dewey	듀이
Ramona	러모나
Blair	블레어
Elmer	엘머
Martha	마사
Addington	애딩턴
Ryan	라이언
Mannsville	맨즈빌
Milburn	밀번
Mill Creek	밀크리크
Oaks	오크스
Boswell	보즈웰
Nelson	넬슨
Slim	슬림
Spencerville	스펜서빌
Dickson	딕슨
Lone Grove	론그로브
Springer	스프링어
El Reno	엘리노
Bridgeport	브리지포트
Gracemont	그레이스몬트
Spring Creek	스프링크리크
Weatherford	웨더퍼드
Blackwell	블랙웰
Walters	월터스
Bromide	브로마이드
Big Cabin	빅캐빈
Bluejacket	블루재킷
Vinita	비니타
Lexington	렉싱턴
Moore	무어
Noble	노블
Norman	노먼
Dover	도버
Loyal	로열
Bixby	빅스비
Broken Arrow	브로큰애로
Glenpool	글렌풀
Optima	옵티마
Davidson	데이비드슨
Grandfield	그랜드필드
Manitou	매니투
Ripley	리플리
Stillwater	스틸워터
Blackburn	블랙번
Oak Grove	오크그로브
Shady Grove	셰이디그로브
Westport	웨스트포트
Longtown	롱타운
Savanna	서배너
Gould	굴드
Vinson	빈슨
Buffalo	버펄로
May	메이
Rosston	로스턴
Selman	셀먼
Dustin	더스틴
Gerty	거티
Beavercreek	비버크리크
Delaware	델라웨어
Westerville	웨스터빌
Grand River	그랜드리버
Madison	매디슨
North Perry	노스페리
Avon	에이번
Avon Lake	에이번레이크
Lorain	로레인
Shelby	셸비
New Albany	뉴올버니
Utica	유티카
Brookville	브룩빌
Moraine	모레인
Oakwood	오크우드
Riverside	리버사이드
Springboro	스프링버러
Vandalia	밴데일리아
West Carrollton	웨스트캐럴턴
New Miami	뉴마이애미
Seven Mile	세븐마일
New Franklin	뉴프랭클린
North Canton	노스캔턴
Nelsonville	넬슨빌
Saint Marys	세인트메리스
Lebanon	레버넌
Mason	메이슨
Springboro	스프링버러
Orrville	오어빌
Wooster	우스터
Reynoldsburg	레이놀즈버그
Grove City	그로브시티
Circleville	서클빌
Ada	에이다
Madeira	머디라
North College Hill	노스칼리지힐
Silverton	실버턴
Springdale	스프링데일
Wyoming	와이오밍
Bloomington	블루밍턴
Ellenboro	엘렌버러
Liberty	리버티
Little Grant	리틀그랜트
Marion	매리언
Millville	밀빌
Mount Hope	마운트호프
Mount Ida	마운트아이다
Waterloo	워털루
Woodman	우드먼
Berlin	벌린
Green Lake	그린레이크
Manchester	맨체스터
Brooklyn	브루클린
Monroe	먼로
Spring Grove	스프링그로브
Washington	워싱턴
Gordon	고든
Lakeside	레이크사이드
Oliver	올리버
Summit	서밋
Superior	슈피리어
Lucas	루커스
Rock Creek	록크리크
Sand Creek	샌드크리크
Spring Brook	스프링브룩
Berry	베리
Blooming Grove	블루밍그로브
Dane	데인
Madison	매디슨
Middleton	미들턴
Oregon	오리건
Springdale	스프링데일
Springfield	스프링필드
Vermont	버몬트
Vienna	비엔나
Westport	웨스트포트
Liberty Grove	리버티그로브
Sister Bay	시스터베이
Washington	워싱턴
Elba	엘바
Lowell	로웰
Rubicon	루비콘
Watertown	워터타운
Westford	웨스트퍼드
Merrill	메릴
Rock Falls	록폴스
Douglas	더글러스
Moundville	마운드빌
Westfield	웨스트필드
Leon	리언
Little Falls	리틀폴스
Oakdale	오크데일
Ridgeville	리지빌
Sparta	스파타
Warrens	워런스
Wellington	웰링턴
Wells	웰스
Bayside	베이사이드
Brown Deer	브라운디어
Glendale	글렌데일
Oak Creek	오크크리크
River Hills	리버힐스
West Allis	웨스트앨리스
Readstown	리즈타운
Webster	웹스터
Buffalo	버펄로
Buffalo City	버펄로시티
Dover	도버
Maxville	맥스빌
Milton	밀턴
Mondovi	몬도비
Montana	몬태나
Nelson	넬슨
Bayfield	베이필드
Bayview	베이뷰
Bell	벨
Delta	델타
Grandview	그랜드뷰
Lincoln	링컨
Mason	메이슨
Russell	러셀
Washburn	워시번
Glenmore	글렌모어
Green Bay	그린베이
Morrison	모리슨
New Denmark	뉴덴마크
Scott	스콧
Dodgeville	도지빌
Eden	이든
Mifflin	미플린
Mineral Point	미네랄포인트
Ridgeway	리지웨이
Wyoming	와이오밍
Adams	애덤스
Wisconsin Dells	위스콘신델스
Grand Rapids	그랜드래피즈
Remington	레밍턴
Richfield	리치필드
Rock	록
Rudolph	루돌프
Saratoga	새러토가
Sherry	셰리
Vesper	베스퍼
Wisconsin Rapids	위스콘신래피즈
Wood	우드
Bass Lake	배스레이크
Gull Lake	걸레이크
Shell Lake	셀레이크
Spooner	스푸너
Springbrook	스프링브룩
Stone Lake	스톤레이크
Addison	애디슨
Barton	바턴
Erin	에린
West Bend	웨스트벤드
Black Wolf	블랙울프
Rushford	러시퍼드
Vinland	빈랜드
Alma Center	앨마센터
Black River Falls	블랙리버폴스
City Point	시티포인트
Garden Valley	가든밸리
North Bend	노스벤드
Northfield	노스필드
Newport	뉴포트
Randolph	랜돌프
West Point	웨스트포인트
Bell Center	벨센터
Bridgeport	브리지포트
Soldiers Grove	솔저스그로브
Utica	유티카
Grant	그랜트
Green Grove	그린그로브
Greenwood	그린우드
Longwood	롱우드
Loyal	로열
Lynn	린
Mayville	메이빌
Mead	미드
Owen	오언
York	요크
Browning	브라우닝
Little Black	리틀블랙
Medford	메드퍼드
Rib Lake	리브레이크
Westboro	웨스트버러
Waterville	워터빌
Black Brook	블랙브룩
Bone Lake	본레이크
Dresser	드레서
Laketown	레이크타운
Luck	럭
Milltown	밀타운
Sterling	스털링
Alban	올번
Linwood	린우드
Nelsonville	넬슨빌
New Hope	뉴호프
Park Ridge	파크리지
Stevens Point	스티븐스포인트
Stockton	스톡턴
Long Lake	롱레이크
Bay City	베이시티
Diamond Bluff	다이아몬드블러프
El Paso	엘패소
Gilman	길먼
Martell	마텔
River Falls	리버폴스
Spring Lake	스프링레이크
Spring Valley	스프링밸리
Sparta	스파타
Boaz	보애즈
Lynnville	린빌
Mayfield	메이필드
Water Valley	워터밸리
Greenup	그린업
Russell	러셀
Greensburg	그린즈버그
Summersville	서머즈빌
Bloomfield	블룸필드
Boston	보스턴
New Hope	뉴호프
Samuels	새뮤얼스
Eddyville	에디빌
Russell Springs	러셀스프링스
Russellville	러셀빌
Mount Olivet	마운트올리벳
Livingston	리빙스턴
Garrison	개리슨
Grand Rivers	그랜드리버스
Lola	롤라
Salem	세일럼
Stanford	스탠퍼드
Beauty	뷰티
Lovely	러블리
Waco	웨이코
Denniston	데니스턴
Means	민스
Maysville	메이즈빌
Sardis	사디스
Lenox	레녹스
Moon	문
West Liberty	웨스트리버티
Central City	센트럴시티
Greenville	그린빌
Battletown	배틀타운
Brandenburg	브랜던버그
Guston	거스턴
Glasgow	글래스고
Sharpsburg	샤프스버그
Barlow	발로
Blandville	블랜드빌
Centerville	센터빌
Little Rock	리틀록
North Middletown	노스미들타운
Morgantown	모건타운
Rochester	로체스터
Woodbury	우드버리
Walton	월턴
Olive Branch	올리브브랜치
Scotts Station	스코츠스테이션
Shelbyville	셸비빌
Southville	사우스빌
Little Mount	리틀마운트
Mount Eden	마운트이든
Waterford	워터퍼드
Glensboro	글렌즈버러
Adolphus	아돌푸스
Scottsville	스코츠빌
Bee Spring	비스프링
Big Reedy	빅리디
Brownsville	브라운즈빌
Rocky Hill	로키힐
Windyville	윈디빌
Ravenna	러베나
Bell City	벨 시티
Bigstone	빅스톤
Brushy Fork	브러시포크
Dobbins	도빈스
Eldridge	엘드리지
Green	그린
Little Fork	리틀포크
Little Sandy	리틀샌디
Middle Fork	미들포크
Newcombe	뉴컴
Newfoundland	뉴펀들랜드
Sandy Hook	샌디훅
Sideway	사이드웨이
Stark	스타크
Wells Creek	웰스크리크
Monterey	몬터레이
New Liberty	뉴리버티
Owenton	오언턴
Centertown	센터타운
McHenry	맥헨리
Rockport	록포트
Brownsboro	브라운즈버러
Centerfield	센터필드
Goshen	고션
River Bluff	리버블러프
Westport	웨스트포트
Millville	밀빌
Bethany	베서니
Oakland	오클랜드
Rockfield	록필드
Smiths Grove	스미스그로브
Woodburn	우드번
Mackville	맥빌
Springfield	스프링필드
Dixon	딕슨
Morganfield	모건필드
Sullivan	설리번
Annville	앤빌
Bond	본드
Letterbox	레터복스
Moores Creek	무어스크리크
Sand Gap	샌드갭
Brownsboro Farm	브라운즈버러팜
Brownsboro Village	브라운즈버러빌리지
Douglass Hills	더글러스힐스
Glenview	글렌뷰
Goose Creek	구스크리크
Green Spring	그린스프링
Lynnview	린뷰
Middletown	미들타운
Newburg	뉴버그
Northfield	노스필드
Riverwood	리버우드
Rolling Fields	롤링필즈
Rolling Hills	롤링힐스
South Park View	사우스파크뷰
Spring Mill	스프링밀
Spring Valley	스프링밸리
Valley Station	밸리스테이션
Wellington	웰링턴
Westwood	웨스트우드
Wildwood	와일드우드
Windy Hills	윈디힐스
Denver	덴버
Leander	리앤더
Low Gap	로갭
Manila	머닐라
Oil Springs	오일스프링스
Riceville	라이스빌
River	리버
Volga	볼가
Denton	덴턴
Olive Hill	올리브힐
Rush	러시
Laketon	레이크턴
Sanders	샌더스
Worthville	워스빌
Dexter	덱스터
Lynn Grove	린그로브
Midway	미드웨이
Murray	머리
New Concord	뉴콩코드
Stella	스텔라
Melbourne	멜버른
Newport	뉴포트
Silver Grove	실버그로브
Southgate	사우스게이트
Amandaville	어맨더빌
Bow	보
Waterview	워터뷰
Liberty	리버티
Middleburg	미들버그
Buffalo	버펄로
Lakeside Park	레이크사이드파크
Magnolia	매그놀리아
North Corbin	노스코빈
Upton	업턴
Villa Hills	빌라힐스
Bloomingdale	블루밍데일
Winchester	윈체스터
Manchester	맨체스터
Oneida	오나이다
Bengal	벵골
Mannsville	맨즈빌
Bedford	베드퍼드
Milton	밀턴
Belcher	벨처
Big Creek	빅크리크
Lick Creek	릭크리크
Mouthcard	마우스카드
Sidney	시드니
South Williamson	사우스윌리엄슨
Stone	스톤
Saul	솔
Bridgeport	브리지포트
David	데이비드
Drift	드리프트
Martin	마틴
Elizabethtown	엘리자베스타운
Sonora	서노라
Upton	업턴
West Point	웨스트포인트
